59224	23.60	107.12	112.4	32	田东	广西	广西	广西
59229	23.18	107.70	95.4	32	隆安	广西	广西	广西
59246	23.60	109.67	71.2	32	武宣	广西	广西	广西
59255	23.55	110.38	33.7	32	平南	广西	广西	广西
59448	22.27	109.55	70.8	32	浦北	广西	广西	广西
59454	22.92	111.00	100.6	32	岑溪	广西	广西	广西
59631	21.78	108.35	33.6	32	防城	广西	广西	广西
59635	21.62	108.35	32.5	32	防城港	广西	广西	广西
59435	22.68	108.45	106.9	32	邕宁	广西	广西	广西
59025	24.53	107.38	250		32	东兰	广西	广西	广西
59047	24.23	109.28	133.7	32	柳江	广西	广西	广西
59419	22.10	106.75	243.4	32	凭祥	广西	广西	广西
57958	25.08	110.32	152.5	32	雁山	广西	广西	广西
59213	23.73	106.92	111.2	32	田阳	广西	广西	广西
59266	23.42	111.23	43.7	32	苍梧	广西	广西	广西
59432	22.80	108.40	195.6	1	南宁城区	广西	广西	广西
56691	26.87	104.28	2238.6	2	威宁	贵州	贵州	贵州
57816	26.58	106.73	1224.9	2	贵阳	贵州	贵州	贵州
57707	27.30	105.28	1511.5	4	毕节	贵州	贵州	贵州
57713	27.70	106.88	844		4	遵义	贵州	贵州	贵州
57731	27.95	108.25	417.7	4	思南	贵州	贵州	贵州
57902	25.43	105.18	1379.3	4	兴仁	贵州	贵州	贵州
56793	25.72	104.47	1796	16	盘县	贵州	贵州	贵州
57606	28.13	106.83	972.7	16	桐梓	贵州	贵州	贵州
57803	27.03	106.02	1234.5	16	黔西	贵州	贵州	贵州
57825	26.60	107.98	721.2	16	凯里	贵州	贵州	贵州
57832	26.97	108.67	627.8	16	三穗	贵州	贵州	贵州
